game;discipline;medal;athlete
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze;Federico Cappellazzo
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze;Simone Cercato
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze;Filippo Magnini
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze;Matteo Pelliciari
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Bronze;Massimiliano Edgar Rosolino
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Grant George Hackett
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Michael George Klim
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Antony Matkovich
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Todd Robert Pearson
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Nicholas Sprenger
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Craig Julian Stevens
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Silver;Ian James Thorpe
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Gold;Scott Daniel Goldblatt
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Gold;Klete D. Keller
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Gold;"Daniel ""Dan"" Ketchum"
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Gold;Ryan Steven Lochte
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Gold;Michael Fred Phelps, II
2004 Summer;Swimming Men's 4 x 200 metres Freestyle Relay;Gold;Peter William Vanderkaay
2004 Summer;Swimming Men's 400 metres Freestyle;Bronze;Klete D. Keller
2004 Summer;Swimming Men's 400 metres Freestyle;Silver;Grant George Hackett
2004 Summer;Swimming Men's 400 metres Freestyle;Gold;Ian James Thorpe
2004 Summer;Swimming Men's 400 metres Individual Medley;Bronze;Lszl Cseh, Jr.
2004 Summer;Swimming Men's 400 metres Individual Medley;Silver;Erik K. Vendt
2004 Summer;Swimming Men's 400 metres Individual Medley;Gold;Michael Fred Phelps, II
2004 Summer;Swimming Men's 50 metres Freestyle;Bronze;Roland Mark Schoeman
2004 Summer;Swimming Men's 50 metres Freestyle;Silver;Duje Draganja
2004 Summer;Swimming Men's 50 metres Freestyle;Gold;Gary Wayne Hall, Jr.
2004 Summer;Swimming Women's 100 metres Backstroke;Bronze;Laure Manaudou
2004 Summer;Swimming Women's 100 metres Backstroke;Silver;Kirsty Leigh Coventry (-Seward)
2004 Summer;Swimming Women's 100 metres Backstroke;Gold;Natalie Anne Coughlin (-Hall)
2004 Summer;Swimming Women's 100 metres Breaststroke;Bronze;Leisel Marie Jones
2004 Summer;Swimming Women's 100 metres Breaststroke;Silver;Brooke Louise Hanson (-Clarke)
2004 Summer;Swimming Women's 100 metres Breaststroke;Gold;Luo Xuejuan
2004 Summer;Swimming Women's 100 metres Butterfly;Bronze;Inge de Bruijn
2004 Summer;Swimming Women's 100 metres Butterfly;Silver;Otylia Jdrzejczak
2004 Summer;Swimming Women's 100 metres Butterfly;Gold;Petria Ann Thomas (-Jones)
2004 Summer;Swimming Women's 100 metres Freestyle;Bronze;Natalie Anne Coughlin (-Hall)
2004 Summer;Swimming Women's 100 metres Freestyle;Silver;Inge de Bruijn
2004 Summer;Swimming Women's 100 metres Freestyle;Gold;Jodie Clare Henry
2004 Summer;Swimming Women's 200 metres Backstroke;Bronze;Antje Buschschulte (-Meeuw)
2004 Summer;Swimming Women's 200 metres Backstroke;Bronze;Reiko Nakamura
2004 Summer;Swimming Women's 200 metres Backstroke;Silver;Stanislava Stanislavovna Komarova
2004 Summer;Swimming Women's 200 metres Backstroke;Gold;Kirsty Leigh Coventry (-Seward)
2004 Summer;Swimming Women's 200 metres Breaststroke;Bronze;Anne Poleska (-Urban)
2004 Summer;Swimming Women's 200 metres Breaststroke;Silver;Leisel Marie Jones
2004 Summer;Swimming Women's 200 metres Breaststroke;Gold;Amanda Ray Beard (-Brown)
2004 Summer;Swimming Women's 200 metres Butterfly;Bronze;Yuko Nakanishi
2004 Summer;Swimming Women's 200 metres Butterfly;Silver;Petria Ann Thomas (-Jones)
2004 Summer;Swimming Women's 200 metres Butterfly;Gold;Otylia Jdrzejczak
2004 Summer;Swimming Women's 200 metres Freestyle;Bronze;Solenne Nadge Figus (-Saint Marie)
2004 Summer;Swimming Women's 200 metres Freestyle;Silver;Federica Pellegrini
2004 Summer;Swimming Women's 200 metres Freestyle;Gold;Camelia Alina Potec
2004 Summer;Swimming Women's 200 metres Individual Medley;Bronze;Kirsty Leigh Coventry (-Seward)
2004 Summer;Swimming Women's 200 metres Individual Medley;Silver;Amanda Ray Beard (-Brown)
2004 Summer;Swimming Women's 200 metres Individual Medley;Gold;Yana Oleksandrivna Klochkova
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze;Inge de Bruijn
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze;Inge Dekker
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze;Chantal Groot
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze;Annabel Kosten
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Bronze;"Magdalena Johanna Maria ""Marleen"" Veldhuis"
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;Lindsay Dianne Benko (-Mintenko)
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;"Maritza ""Ritz"" Correia (-McClendon)"
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;Natalie Anne Coughlin (-Hall)
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;Kara Lynn Joyce
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;Colleen Lanne
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)"
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Silver;Amanda Jo Weir (-Davis)
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Gold;Jodie Clare Henry
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Gold;"Lisbeth Constance ""Libby"" Lenton-Trickett"
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Gold;Alice Mary Mills (-Tait)
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Gold;Sarah Michelle Ryan
2004 Summer;Swimming Women's 4 x 100 metres Freestyle Relay;Gold;Petria Ann Thomas (-Jones)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Bronze;Antje Buschschulte (-Meeuw)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Bronze;Daniela Gtz
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Bronze;Sarah Poewe
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Bronze;Franziska van Almsick
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Amanda Ray Beard (-Brown)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Haley Cope (-Clark)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Natalie Anne Coughlin (-Hall)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Kara Lynn Joyce
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Tara Kirk
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Rachel Komisarz
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)"
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Silver;Amanda Jo Weir (-Davis)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;Brooke Louise Hanson (-Clarke)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;Jodie Clare Henry
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;Leisel Marie Jones
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;Alice Mary Mills (-Tait)
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;Giaan Leigh Rooney
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;"Jessicah Lee ""Jess"" Schipper"
2004 Summer;Swimming Women's 4 x 100 metres Medley Relay;Gold;Petria Ann Thomas (-Jones)
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze;Antje Buschschulte (-Meeuw)
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze;Petra Dallmann
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze;Janina-Kristin Gtz
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze;Sara Harstick
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze;Hannah Stockbauer
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Bronze;Franziska van Almsick
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Silver;Li Ji
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Silver;Pang Jiaying
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Silver;Xu Yanwei
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Silver;Yang Yu
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Silver;Zhu Yingwen
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;Lindsay Dianne Benko (-Mintenko)
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;Natalie Anne Coughlin (-Hall)
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;"Rhiannon ""Rhi"" Jeffrey"
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;Rachel Komisarz
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;Carly Piper (-Ryan)
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;Kaitlin Shea Sandeno (-Hogan)
2004 Summer;Swimming Women's 4 x 200 metres Freestyle Relay;Gold;Dana Whitney Vollmer (-Grant)
2004 Summer;Swimming Women's 400 metres Freestyle;Bronze;Kaitlin Shea Sandeno (-Hogan)
2004 Summer;Swimming Women's 400 metres Freestyle;Silver;Otylia Jdrzejczak
2004 Summer;Swimming Women's 400 metres Freestyle;Gold;Laure Manaudou
2004 Summer;Swimming Women's 400 metres Individual Medley;Bronze;Georgina Bardach Martin
2004 Summer;Swimming Women's 400 metres Individual Medley;Silver;Kaitlin Shea Sandeno (-Hogan)
2004 Summer;Swimming Women's 400 metres Individual Medley;Gold;Yana Oleksandrivna Klochkova
2004 Summer;Swimming Women's 50 metres Freestyle;Bronze;"Lisbeth Constance ""Libby"" Lenton-Trickett"
2004 Summer;Swimming Women's 50 metres Freestyle;Silver;Malia Metella
2004 Summer;Swimming Women's 50 metres Freestyle;Gold;Inge de Bruijn
2004 Summer;Swimming Women's 800 metres Freestyle;Bronze;Diana Marie Munz (-DePetro)
2004 Summer;Swimming Women's 800 metres Freestyle;Silver;Laure Manaudou
2004 Summer;Swimming Women's 800 metres Freestyle;Gold;Ai Shibata
2004 Summer;Synchronized Swimming Women's Duet;Bronze;Alison Bartosik
2004 Summer;Synchronized Swimming Women's Duet;Bronze;Anna A. Kozlova
2004 Summer;Synchronized Swimming Women's Duet;Silver;Miya Tachibana
2004 Summer;Synchronized Swimming Women's Duet;Silver;Miho Takeda
2004 Summer;Synchronized Swimming Women's Duet;Gold;Anastasiya Semyonovna Davydova
2004 Summer;Synchronized Swimming Women's Duet;Gold;Anastasiya Nikolayevna Yermakova
2004 Summer;Synchronized Swimming Women's Team;Bronze;Alison Bartosik
2004 Summer;Synchronized Swimming Women's Team;Bronze;"Tamara ""Tammy"" Crow (-DeClercq)"
2004 Summer;Synchronized Swimming Women's Team;Bronze;Erin Patricia Dobratz (-McGregor)
2004 Summer;Synchronized Swimming Women's Team;Bronze;"Rebecca ""Becky"" Jasontek (-Tomsic)"
2004 Summer;Synchronized Swimming Women's Team;Bronze;Anna A. Kozlova
2004 Summer;Synchronized Swimming Women's Team;Bronze;Sara Elizabeth Lowe
2004 Summer;Synchronized Swimming Women's Team;Bronze;Lauren McFall
2004 Summer;Synchronized Swimming Women's Team;Bronze;Stephanie Nesbitt
2004 Summer;Synchronized Swimming Women's Team;Bronze;Kendra Zanotto
2004 Summer;Synchronized Swimming Women's Team;Silver;Michiyo Fujimaru
2004 Summer;Synchronized Swimming Women's Team;Silver;Saho Harada
2004 Summer;Synchronized Swimming Women's Team;Silver;Naoko Kawashima
2004 Summer;Synchronized Swimming Women's Team;Silver;Kanako Kitao
2004 Summer;Synchronized Swimming Women's Team;Silver;Emiko Suzuki
2004 Summer;Synchronized Swimming Women's Team;Silver;Miya Tachibana
2004 Summer;Synchronized Swimming Women's Team;Silver;Miho Takeda
2004 Summer;Synchronized Swimming Women's Team;Silver;Juri Tatsumi
2004 Summer;Synchronized Swimming Women's Team;Silver;Yoko Yoneda
2004 Summer;Synchronized Swimming Women's Team;Gold;Yelena Yuryevna Azarova
2004 Summer;Synchronized Swimming Women's Team;Gold;Olga Aleksandrovna Brusnikina
2004 Summer;Synchronized Swimming Women's Team;Gold;Anastasiya Semyonovna Davydova
2004 Summer;Synchronized Swimming Women's Team;Gold;Mariya Igorevna Gromova
2004 Summer;Synchronized Swimming Women's Team;Gold;Elvira Ramilevna Khasyanova
2004 Summer;Synchronized Swimming Women's Team;Gold;Mariya Aleksandrovna Kiselyova
2004 Summer;Synchronized Swimming Women's Team;Gold;Olga Nikolayevna Novokshchenova
2004 Summer;Synchronized Swimming Women's Team;Gold;Anna Vladimirovna Shorina
2004 Summer;Synchronized Swimming Women's Team;Gold;Anastasiya Nikolayevna Yermakova
2004 Summer;Table Tennis Men's Doubles;Bronze;Michael John Maze
2004 Summer;Table Tennis Men's Doubles;Bronze;Finn Peter Tugwell
2004 Summer;Table Tennis Men's Doubles;Silver;Ko Lai Chak
2004 Summer;Table Tennis Men's Doubles;Silver;Li Ching
2004 Summer;Table Tennis Men's Doubles;Gold;Chen Qi
2004 Summer;Table Tennis Men's Doubles;Gold;Ma Lin
2004 Summer;Table Tennis Men's Singles;Bronze;Wang Liqin
2004 Summer;Table Tennis Men's Singles;Silver;Wang Hao
2004 Summer;Table Tennis Men's Singles;Gold;Yu Seung-Min
2004 Summer;Table Tennis Women's Doubles;Bronze;Guo Yue
2004 Summer;Table Tennis Women's Doubles;Bronze;Niu Jianfeng
2004 Summer;Table Tennis Women's Doubles;Silver;Lee Eun-Sil
2004 Summer;Table Tennis Women's Doubles;Silver;Seog Eun-Mi
2004 Summer;Table Tennis Women's Doubles;Gold;Wang Nan
2004 Summer;Table Tennis Women's Doubles;Gold;Zhang Yining
2004 Summer;Table Tennis Women's Singles;Bronze;Kim Gyeong-A
2004 Summer;Table Tennis Women's Singles;Silver;Kim Hyang-Mi
2004 Summer;Table Tennis Women's Singles;Gold;Zhang Yining
2004 Summer;Taekwondo Men's Featherweight;Bronze;Song Myeong-Seop
2004 Summer;Taekwondo Men's Featherweight;Silver;Huang Chih-Hsiung
2004 Summer;Taekwondo Men's Featherweight;Gold;Hadi Saei Bonehkohal
2004 Summer;Taekwondo Men's Flyweight;Bronze;Tamer Salah Ali Abdu Bayoumi
2004 Summer;Taekwondo Men's Flyweight;Silver;scar Francisco Salazar Blanco
2004 Summer;Taekwondo Men's Flyweight;Gold;Chu Mu-Yen
2004 Summer;Taekwondo Men's Heavyweight;Bronze;Pascal Guy Gentil
2004 Summer;Taekwondo Men's Heavyweight;Silver;Alexandros Nikolaidis
2004 Summer;Taekwondo Men's Heavyweight;Gold;Mun Dae-Seong
2004 Summer;Taekwondo Men's Welterweight;Bronze;Yousef Karami
2004 Summer;Taekwondo Men's Welterweight;Silver;Bahri Tanrkulu
2004 Summer;Taekwondo Men's Welterweight;Gold;Steven Lopez
2004 Summer;Taekwondo Women's Featherweight;Bronze;Iridia Salazar Blanco
2004 Summer;Taekwondo Women's Featherweight;Silver;Nia Nicole Abdallah
2004 Summer;Taekwondo Women's Featherweight;Gold;Jang Ji-Won
2004 Summer;Taekwondo Women's Flyweight;Bronze;Yaowapa Boorapolchai
2004 Summer;Taekwondo Women's Flyweight;Silver;"Yanelis Yuliet ""Yanely"" Labrada Daz"
2004 Summer;Taekwondo Women's Flyweight;Gold;Chen Shih-Hsien
2004 Summer;Taekwondo Women's Heavyweight;Bronze;Adriana Carmona Gutirrez
2004 Summer;Taekwondo Women's Heavyweight;Silver;Myriam milie Baverel
2004 Summer;Taekwondo Women's Heavyweight;Gold;Chen Zhong
2004 Summer;Taekwondo Women's Welterweight;Bronze;Hwang Gyeong-Seon
2004 Summer;Taekwondo Women's Welterweight;Silver;"Elisavet ""Elli"" Mystakidou"
2004 Summer;Taekwondo Women's Welterweight;Gold;Luo Wei
2004 Summer;Tennis Men's Doubles;Bronze;Mario Ani
2004 Summer;Tennis Men's Doubles;Bronze;Ivan Ljubii
2004 Summer;Tennis Men's Doubles;Silver;Nicolas Kiefer
2004 Summer;Tennis Men's Doubles;Silver;Rainer Schttler
2004 Summer;Tennis Men's Doubles;Gold;Fernando Francisco Gonzlez Ciuffardi
2004 Summer;Tennis Men's Doubles;Gold;Nicols Alejandro Mass Fried
2004 Summer;Tennis Men's Singles;Bronze;Fernando Francisco Gonzlez Ciuffardi
2004 Summer;Tennis Men's Singles;Silver;Mardy Simpson Fish
2004 Summer;Tennis Men's Singles;Gold;Nicols Alejandro Mass Fried
2004 Summer;Tennis Women's Doubles;Bronze;Paola Lorena Surez
2004 Summer;Tennis Women's Doubles;Bronze;Patricia Anahi Tarabini
2004 Summer;Tennis Women's Doubles;Silver;Conchita Martnez Bernat
2004 Summer;Tennis Women's Doubles;Silver;"Virginia ""Vivi"" Ruano Pascual"
2004 Summer;Tennis Women's Doubles;Gold;Li Ting
2004 Summer;Tennis Women's Doubles;Gold;Sun Tiantian
2004 Summer;Tennis Women's Singles;Bronze;Alicia Molik
2004 Summer;Tennis Women's Singles;Silver;Amlie Simone Mauresmo
2004 Summer;Tennis Women's Singles;Gold;Justine Henin-Hardenne
2004 Summer;Trampolining Men's Individual;Bronze;Henrik Stehlik
2004 Summer;Trampolining Men's Individual;Silver;Aleksandr Nikolayevich Moskalenko
2004 Summer;Trampolining Men's Individual;Gold;Yuriy Viktorovych Nikitin
2004 Summer;Trampolining Women's Individual;Bronze;Huang Shanshan
2004 Summer;Trampolining Women's Individual;Silver;Karen Cockburn (-Turgeon)
2004 Summer;Trampolining Women's Individual;Gold;Anna Aleksandre Dogonadze-Lilkendey
2004 Summer;Triathlon Men's Olympic Distance;Bronze;Sven Riederer
2004 Summer;Triathlon Men's Olympic Distance;Silver;Bevan John Docherty
2004 Summer;Triathlon Men's Olympic Distance;Gold;Hamish Clive Carter
2004 Summer;Triathlon Women's Olympic Distance;Bronze;Susan Rene Williams (Bartholomew-)
2004 Summer;Triathlon Women's Olympic Distance;Silver;Loretta Harrop
2004 Summer;Triathlon Women's Olympic Distance;Gold;"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)"
2004 Summer;Volleyball Men's Volleyball;Bronze;Pavel Sergeyevich Abramov
2004 Summer;Volleyball Men's Volleyball;Bronze;Sergey Andreyevich Baranov
2004 Summer;Volleyball Men's Volleyball;Bronze;Stanislav Anatolyevich Dineykin
2004 Summer;Volleyball Men's Volleyball;Bronze;Aleksey Valeryevich Kazakov
2004 Summer;Volleyball Men's Volleyball;Bronze;Vadim Anatolyevich Khamuttskikh
2004 Summer;Volleyball Men's Volleyball;Bronze;Taras Yuryevich Khtey
2004 Summer;Volleyball Men's Volleyball;Bronze;Aleksandr Borisovich Kosaryev
2004 Summer;Volleyball Men's Volleyball;Bronze;Aleksey Vladimirovich Kuleshov
2004 Summer;Volleyball Men's Volleyball;Bronze;Sergey Yuryevich Tetyukhin
2004 Summer;Volleyball Men's Volleyball;Bronze;Konstantin Anatolyevich Ushakov
2004 Summer;Volleyball Men's Volleyball;Bronze;Aleksey Igoryevich Verbov
2004 Summer;Volleyball Men's Volleyball;Bronze;Andrey Nikolayevich Yegorchev
2004 Summer;Volleyball Men's Volleyball;Silver;Matej Cernic
2004 Summer;Volleyball Men's Volleyball;Silver;Alberto Cisolla
2004 Summer;Volleyball Men's Volleyball;Silver;Paolo Alfredo Cozzi
2004 Summer;Volleyball Men's Volleyball;Silver;Alessandro Fei
2004 Summer;Volleyball Men's Volleyball;Silver;Andrea Giani
2004 Summer;Volleyball Men's Volleyball;Silver;Luigi Mastrangelo
2004 Summer;Volleyball Men's Volleyball;Silver;Samuele Papi
2004 Summer;Volleyball Men's Volleyball;Silver;Damiano Pippi
2004 Summer;Volleyball Men's Volleyball;Silver;Andrea Sartoretti
2004 Summer;Volleyball Men's Volleyball;Silver;Ventzislav Simeonov
2004 Summer;Volleyball Men's Volleyball;Silver;Paolo Tofoli
2004 Summer;Volleyball Men's Volleyball;Silver;Valerio Vermiglio
2004 Summer;Volleyball Men's Volleyball;Gold;Anderson de Oliveira Rodrigues
2004 Summer;Volleyball Men's Volleyball;Gold;Dante Guimares Santos do Amaral
2004 Summer;Volleyball Men's Volleyball;Gold;"Srgio ""Escadinha"" Dutra dos Santos"
2004 Summer;Volleyball Men's Volleyball;Gold;"Gilberto Amauri ""Giba"" de Godoy Filho"
2004 Summer;Volleyball Men's Volleyball;Gold;Giovane Farinazzo Gvio
2004 Summer;Volleyball Men's Volleyball;Gold;Gustavo Endres
2004 Summer;Volleyball Men's Volleyball;Gold;Andr Heller
2004 Summer;Volleyball Men's Volleyball;Gold;Maurcio Camargo Lima
2004 Summer;Volleyball Men's Volleyball;Gold;Nalbert Tavares Bitencourt
2004 Summer;Volleyball Men's Volleyball;Gold;Andr Luiz da Silva Nascimento
2004 Summer;Volleyball Men's Volleyball;Gold;"Ricardo ""Ricardinho"" Bermudez Garcia"
2004 Summer;Volleyball Men's Volleyball;Gold;"Rodrigo ""Rodrigo"" Santana"
2004 Summer;Volleyball Women's Volleyball;Bronze;Zoila Barros Fernndez
2004 Summer;Volleyball Women's Volleyball;Bronze;Rosir Calderon Daz
2004 Summer;Volleyball Women's Volleyball;Bronze;Nancy Carrillo de la Paz
2004 Summer;Volleyball Women's Volleyball;Bronze;Ana Ivis Fernndez Valle
2004 Summer;Volleyball Women's Volleyball;Bronze;Mayvelis A. Martnez Aldm
2004 Summer;Volleyball Women's Volleyball;Bronze;Liana Mesa Luaces
2004 Summer;Volleyball Women's Volleyball;Bronze;Anniara Muoz Carrazana
2004 Summer;Volleyball Women's Volleyball;Bronze;Yaima Ortz Charro
2004 Summer;Volleyball Women's Volleyball;Bronze;Daim D. Ramrez Echevarra
